ID (for name),Name and abbreviation,CAS no.,EC / List no.,Health effects,Environmental effects,Status,Regulatory Field,Year,Appears on lists,Source list,List category,IsomericSMILES,InChIKey
351,4-isododecylphenol,27459-10-5,608-055-8,Yes,,Health candidate list,REACH,2021,List I,List I,List I,CC(C)CCCCCCCCCC1=CC=C(C=C1)O,IGDJYCYTMKFRMP-UHFFFAOYSA-N
343,"4-Nonylphenol, branched, ethoxylated",127087-87-0,932-098-4,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
343,"4-Nonylphenol, branched, ethoxylated",127087-87-0,932-098-4,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
339,"4-Nonylphenol, branched, ethoxylated 1 - 2.5 moles ethoxylated",127087-87-0,500-315-8,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
339,"4-Nonylphenol, branched, ethoxylated 1 - 2.5 moles ethoxylated",127087-87-0,500-315-8,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
328,"4-Nonylphenol, ethoxylated 1 - 2.5 moles ethoxylated",26027-38-3,500-045-0,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
328,"4-Nonylphenol, ethoxylated 1 - 2.5 moles ethoxylated",26027-38-3,500-045-0,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
342,4-t-Nonylphenol-diethoxylate,156609-10-8,,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,CCCCCCC(C)(C)C1=CC=C(C=C1)OCCOCCO,QBJGHRMRNHNIKU-UHFFFAOYSA-N
342,4-t-Nonylphenol-diethoxylate,156609-10-8,,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,CCCCCCC(C)(C)C1=CC=C(C=C1)OCCOCCO,QBJGHRMRNHNIKU-UHFFFAOYSA-N
160,4-tert-butylphenol,98-54-4,202-679-0,,Yes,Environmental candidate list,REACH,2019,List I,List I,List I,CC(C)(C)C1=CC=C(C=C1)O,QHPQWRBYOIRBIT-UHFFFAOYSA-N
160,4-tert-butylphenol,98-54-4,202-679-0,,Yes,Corap List,REACH,2014,List I,List I,List I,CC(C)(C)C1=CC=C(C=C1)O,QHPQWRBYOIRBIT-UHFFFAOYSA-N
348,"4,4'-(1-methylpropylidene)bisphenol: Bisphenol B",77-40-7,201-025-1,,Yes,Environmental candidate list,REACH,2021,List I,List I,List I,CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,HTVITOHKHWFJKO-UHFFFAOYSA-N
348,"4,4'-(1-methylpropylidene)bisphenol: Bisphenol B",77-40-7,201-025-1,Yes,,Health candidate list,REACH,2021,List I,List I,List I,CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,HTVITOHKHWFJKO-UHFFFAOYSA-N
128,"4,4'-isopropylidenediphenol; Bisphenol A",80-05-7,201-245-8,,Yes,Environmental candidate list,REACH,2018,List I,List I,List I,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,IISBACLAFKSPIT-UHFFFAOYSA-N
128,"4,4'-isopropylidenediphenol; Bisphenol A",80-05-7,201-245-8,Yes,,Health candidate list,REACH,2017,List I,List I,List I,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,IISBACLAFKSPIT-UHFFFAOYSA-N
379,"4,4'-sulphonyldiphenol, Bisphenol S (BPS)",80-09-1,201-250-5,Yes,Yes,Concluded ED in SEV,REACH,2023,List I,List I,List I,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,VPWNQTHUCYMVMZ-UHFFFAOYSA-N
379,"4,4'-sulphonyldiphenol, Bisphenol S (BPS)",80-09-1,201-250-5,,Yes,Environmental candidate list,REACH,2023,List I,List I,List I,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,VPWNQTHUCYMVMZ-UHFFFAOYSA-N
379,"4,4'-sulphonyldiphenol, Bisphenol S (BPS)",80-09-1,201-250-5,Yes,,Health candidate list,REACH,2023,List I,List I,List I,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,VPWNQTHUCYMVMZ-UHFFFAOYSA-N
379,"4,4'-sulphonyldiphenol, Bisphenol S (BPS)",80-09-1,201-250-5,Yes,Yes,Corap List,REACH,2014,List I,List I,List I,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,VPWNQTHUCYMVMZ-UHFFFAOYSA-N
769,"44-(nonylphenoxy)-3,6,9,12,15,18,21,24,27,30,33,36,39,42-tetradecaoxatetratetracontanol",57321-10-5,260-678-0,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,AIVWIYIHAXBGHP-UHFFFAOYSA-N
769,"44-(nonylphenoxy)-3,6,9,12,15,18,21,24,27,30,33,36,39,42-tetradecaoxatetratetracontanol",57321-10-5,260-678-0,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,AIVWIYIHAXBGHP-UHFFFAOYSA-N
365,Asulam,3337-71-1,222-077-1,No,Yes,Legally adopted,PPPR,2024,List I,List I,List I,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,VGPYEHKOIGNJKV-UHFFFAOYSA-N
365,Asulam,3337-71-1,222-077-1,Yes,Yes,Concluded ED in EFSA opinion,PPPR,2021,List I,List I,List I,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,VGPYEHKOIGNJKV-UHFFFAOYSA-N
366,Benthiavalicarb,413615-35-7,609-913-4,Yes,,Legally adopted,PPPR,2024,List I,List I,List I,C[C@H](C1=NC2=C(S1)C=C(C=C2)F)NC(=O)[C@H](C(C)C)NC(=O)O,VVSLYIKSEBPRSN-PELKAZGASA-N
366,Benthiavalicarb,413615-35-7,609-913-4,Yes,,Concluded ED in EFSA opinion,PPPR,2021,List I,List I,List I,C[C@H](C1=NC2=C(S1)C=C(C=C2)F)NC(=O)[C@H](C(C)C)NC(=O)O,VVSLYIKSEBPRSN-PELKAZGASA-N
132,Benzyl butyl phthalate (BBP),85-68-7,201-622-7,Yes,,Health authorisation list,REACH,2021,List I,List I,List I,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,IRIAEXORFWYRCZ-UHFFFAOYSA-N
132,Benzyl butyl phthalate (BBP),85-68-7,201-622-7,Yes,,Health candidate list,REACH,2017,List I,List I,List I,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,IRIAEXORFWYRCZ-UHFFFAOYSA-N
133,Bis(2-ethylhexyl) phthalate (DEHP),117-81-7,204-211-0,,Yes,Environmental candidate list,REACH,2017,List I,List I,List I,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N
133,Bis(2-ethylhexyl) phthalate (DEHP),117-81-7,204-211-0,Yes,,Health candidate list,REACH,2014,List I,List I,List I,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N
133,Bis(2-ethylhexyl) phthalate (DEHP),117-81-7,204-211-0,,Yes,Environmental authorisation list,REACH,2021,List I,List I,List I,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N
133,Bis(2-ethylhexyl) phthalate (DEHP),117-81-7,204-211-0,Yes,,Health authorisation list,REACH,2021,List I,List I,List I,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N
144,Butyl 4-hydroxybenzoate; Butylparaben,94-26-8,202-318-7,Yes,,Commission EDC list,Cosmetics,2019,List I,List I,List I,CCCCOC(=O)C1=CC=C(C=C1)O,QFOHBWFCKVYLES-UHFFFAOYSA-N
144,Butyl 4-hydroxybenzoate; Butylparaben,94-26-8,202-318-7,Yes,,Health candidate list,REACH,2020,List I,List I,List I,CCCCOC(=O)C1=CC=C(C=C1)O,QFOHBWFCKVYLES-UHFFFAOYSA-N
144,Butyl 4-hydroxybenzoate; Butylparaben,94-26-8,202-318-7,Yes,,List III National Authority evaluation,,2020,List I,List I,List I,CCCCOC(=O)C1=CC=C(C=C1)O,QFOHBWFCKVYLES-UHFFFAOYSA-N
259,Cholecalciferol,67-97-0,200-673-2,Yes,Yes,Legally adopted,BPR,2024,List I,List I,List I,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N
259,Cholecalciferol,67-97-0,200-673-2,Yes,Yes,Concluded ED in BPC opinion,BPR,2024,List I,List I,List I,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N
367,Clofentezine,74115-24-5,277-728-2,Yes,,Concluded ED in EFSA opinion,PPPR,2021,List I,List I,List I,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,UXADOQPNKNTIHB-UHFFFAOYSA-N
367,Clofentezine,74115-24-5,277-728-2,Yes,,Legally adopted,PPPR,2024,List I,List I,List I,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,UXADOQPNKNTIHB-UHFFFAOYSA-N
357,Cyanamide,420-04-2,206-992-3,Yes,Yes,Concluded ED in BPC opinion,BPR,2021,List I,List I,List I,C(#N)N,XZMCDFZZKTWFGF-UHFFFAOYSA-N
357,Cyanamide,420-04-2,206-992-3,Yes,Yes,Legally adopted,BPR,2024,List I,List I,List I,C(#N)N,XZMCDFZZKTWFGF-UHFFFAOYSA-N
134,Dibutyl phthalate (DBP),84-74-2,201-557-4,Yes,,Health authorisation list,REACH,2021,List I,List I,List I,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N
134,Dibutyl phthalate (DBP),84-74-2,201-557-4,,Yes,Environmental candidate list,REACH,2023,List I,List I,List I,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N
134,Dibutyl phthalate (DBP),84-74-2,201-557-4,Yes,,Health candidate list,REACH,2017,List I,List I,List I,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N
141,Dicyclohexyl phthalate (DCHP),84-61-7,201-545-9,,Yes,Concluded ED in SEV,REACH,2023,"List I, List II",List I,List I,,
141,Dicyclohexyl phthalate (DCHP),84-61-7,201-545-9,Yes,,Health candidate list,REACH,2018,"List I, List II",List I,List I,,
141,Dicyclohexyl phthalate (DCHP),84-61-7,201-545-9,,Yes,Corap List,REACH,2017,"List I, List II",List I,List I,,
131,Diisobutyl phthalate (DIBP),84-69-5,201-553-2,Yes,,Health authorisation list,REACH,2021,List I,List I,List I,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,MGWAVDBGNNKXQV-UHFFFAOYSA-N
131,Diisobutyl phthalate (DIBP),84-69-5,201-553-2,Yes,,Health candidate list,REACH,2017,List I,List I,List I,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,MGWAVDBGNNKXQV-UHFFFAOYSA-N
380,Dimethomorph,110488-70-5,404-200-2,Yes,Yes,Legally adopted,PPPR,2024,List I,List I,List I,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,QNBTYORWCCMPQP-UHFFFAOYSA-N
380,Dimethomorph,110488-70-5,404-200-2,Yes,Yes,Concluded ED in EFSA opinion,PPPR,2023,List I,List I,List I,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,QNBTYORWCCMPQP-UHFFFAOYSA-N
715,Flufenacet,142459-58-3,604-290-5,Yes,Yes,Legally adopted,PPPR,2025,List I,List I,List I,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,IANUJLZYFUDJIH-UHFFFAOYSA-N
715,Flufenacet,142459-58-3,604-290-5,Yes,Yes,Concluded ED in EFSA opinion,PPPR,2024,List I,List I,List I,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,IANUJLZYFUDJIH-UHFFFAOYSA-N
275,"Formaldehyde, reaction products with branched and linear heptylphenol, carbon disulfide and hydrazine",93925-00-9,300-298-5,,Yes,Environmental authorisation list,REACH,2022,List I,List I,List I,,
275,"Formaldehyde, reaction products with branched and linear heptylphenol, carbon disulfide and hydrazine",93925-00-9,300-298-5,,Yes,Environmental candidate list,REACH,2018,List I,List I,List I,,
158,Isobutyl 4-hydroxybenzoate; Isobutylparaben,4247-02-3,224-208-8,Yes,,List III National Authority evaluation,,2020,List I,List I,List I,CC(C)COC(=O)C1=CC=C(C=C1)O,XPJVKCRENWUEJH-UHFFFAOYSA-N
158,Isobutyl 4-hydroxybenzoate; Isobutylparaben,4247-02-3,224-208-8,Yes,,Proposed for Candidate List,REACH,2022,List I,List I,List I,CC(C)COC(=O)C1=CC=C(C=C1)O,XPJVKCRENWUEJH-UHFFFAOYSA-N
158,Isobutyl 4-hydroxybenzoate; Isobutylparaben,4247-02-3,224-208-8,Yes,,Health candidate list,REACH,2023,List I,List I,List I,CC(C)COC(=O)C1=CC=C(C=C1)O,XPJVKCRENWUEJH-UHFFFAOYSA-N
318,Isononylphenol,11066-49-2,234-284-4,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,CC(C)CCCCCCC1=CC=CC=C1O,UZVAZDQMPUOHKP-UHFFFAOYSA-N
331,"Isononylphenol, ethoxylated",37205-87-1,609-346-2,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,CCOC1=CC=C(C=C1)CCCCCCC(C)C,IRTXCPKNZUZNMH-UHFFFAOYSA-N
331,"Isononylphenol, ethoxylated",37205-87-1,609-346-2,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,CCOC1=CC=C(C=C1)CCCCCCC(C)C,IRTXCPKNZUZNMH-UHFFFAOYSA-N
349,Mancozeb,8018-01-7,,Yes,Yes,Legally adopted,PPPR,2021,List I,List I,List I,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2],CHNQZRKUZPNOOH-UHFFFAOYSA-J
349,Mancozeb,8018-01-7,,Yes,Yes,Concluded ED in EFSA opinion,PPPR,2020,List I,List I,List I,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2],CHNQZRKUZPNOOH-UHFFFAOYSA-J
722,Medetomidine,86347-14-0,811-718-6,Yes,,Legally adopted,BPR,2025,List I,List I,List I,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,CUHVIMMYOGQXCV-UHFFFAOYSA-N
722,Medetomidine,86347-14-0,811-718-6,Yes,Yes,Concluded ED in BPC opinion,BPR,2024,List I,List I,List I,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,CUHVIMMYOGQXCV-UHFFFAOYSA-N
384,Mepanipyrim,110235-47-7,432-140-7,Yes,Yes,Legally adopted,PPPR,2024,List I,List I,List I,CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,CIFWZNRJIBNXRE-UHFFFAOYSA-N
384,Mepanipyrim,110235-47-7,432-140-7,Yes,Yes,Concluded ED in EFSA opinion,PPPR,2023,List I,List I,List I,CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,CIFWZNRJIBNXRE-UHFFFAOYSA-N
381,Metiram,9006-42-2,618-430-8,Yes,,Legally adopted,PPPR,2024,List I,List I,List I,,
381,Metiram,9006-42-2,618-430-8,Yes,,Concluded ED in EFSA opinion,PPPR,2023,List I,List I,List I,,
383,Metribuzin,21087-64-9,244-209-7,Yes,,Legally adopted,PPPR,2024,List I,List I,List I,CC(C)(C)C1=NN=C(N(C1=O)N)SC,FOXFZRUHNHCZPX-UHFFFAOYSA-N
383,Metribuzin,21087-64-9,244-209-7,Yes,,Concluded ED in EFSA opinion,PPPR,2023,List I,List I,List I,CC(C)(C)C1=NN=C(N(C1=O)N)SC,FOXFZRUHNHCZPX-UHFFFAOYSA-N
317,Nonylphenol,25154-52-3,246-672-0,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,CCCCCCCCCC1=CC=CC=C1O,SNQQPOLDUKLAAF-UHFFFAOYSA-N
327,"Nonylphenol, branched, ethoxylated 1 - 2.5 moles ethoxylated",68412-54-4,500-209-1,,Yes,Corap List,REACH,2016,List I,List I,List I,,
327,"Nonylphenol, branched, ethoxylated 1 - 2.5 moles ethoxylated",68412-54-4,500-209-1,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
327,"Nonylphenol, branched, ethoxylated 1 - 2.5 moles ethoxylated",68412-54-4,500-209-1,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
329,"Nonylphenol, ethoxylated",9016-45-9,500-024-6,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
329,"Nonylphenol, ethoxylated",9016-45-9,500-024-6,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
323,"Nonylphenol, ethoxylated (10-EO)",9016-45-9,931-755-2,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
323,"Nonylphenol, ethoxylated (10-EO)",9016-45-9,931-755-2,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
322,"Nonylphenol, ethoxylated (15-EO)",9016-45-9,931-756-8,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
322,"Nonylphenol, ethoxylated (15-EO)",9016-45-9,931-756-8,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
325,"Nonylphenol, ethoxylated (6,5-EO)",9016-45-9,931-753-1,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
325,"Nonylphenol, ethoxylated (6,5-EO)",9016-45-9,931-753-1,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
324,"Nonylphenol, ethoxylated (8-EO)",9016-45-9,931-754-7,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
324,"Nonylphenol, ethoxylated (8-EO)",9016-45-9,931-754-7,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
335,"Nonylphenol, ethoxylated (EO = 10)",,939-993-9,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
335,"Nonylphenol, ethoxylated (EO = 10)",,939-993-9,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
334,"Nonylphenol, ethoxylated (EO = 4)",,939-975-0,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
334,"Nonylphenol, ethoxylated (EO = 4)",,939-975-0,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
333,"Nonylphenol, ethoxylated (polymer)",,938-618-6,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
333,"Nonylphenol, ethoxylated (polymer)",,938-618-6,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
341,Nonylphenolpolyglycolether,,932-998-7,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
341,Nonylphenolpolyglycolether,,932-998-7,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
309,p-(1-methyloctyl)phenol,17404-66-9,241-427-4,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,CCCCCCCC(C)C1=CC=C(C=C1)O,VFONHVBSRNKIAY-UHFFFAOYSA-N
306,"p-(1,1-dimethylheptyl)phenol",30784-30-6,250-339-5,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,CCCCCCC(C)(C)C1=CC=C(C=C1)O,IJWXCYSPVNCDMA-UHFFFAOYSA-N
137,"p-(1,1-dimethylpropyl)phenol",80-46-6,201-280-9,,Yes,Environmental candidate list,REACH,2017,List I,List I,List I,CCC(C)(C)C1=CC=C(C=C1)O,NRZWYNLTFLDQQX-UHFFFAOYSA-N
137,"p-(1,1-dimethylpropyl)phenol",80-46-6,201-280-9,,Yes,Corap List,REACH,2014,List I,List I,List I,CCC(C)(C)C1=CC=C(C=C1)O,NRZWYNLTFLDQQX-UHFFFAOYSA-N
313,p-isononylphenol,26543-97-5,247-770-6,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,CC(C)CCCCCCC1=CC=C(C=C1)O,JSFITYFUKSFPBZ-UHFFFAOYSA-N
308,p-nonylphenol,104-40-5,203-199-4,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)O,IGFHQQFPSIBGKE-UHFFFAOYSA-N
354,"Phenol, (tetrapropenyl) derivatives",74499-35-7,,,Yes,Environmental candidate list,REACH,2021,List I,List I,List I,,
354,"Phenol, (tetrapropenyl) derivatives",74499-35-7,,Yes,,Health candidate list,REACH,2021,List I,List I,List I,,
284,"Phenol, 4-(1-ethyl-1,2-dimethylpropyl)-",30784-27-1,,,Yes,Environmental candidate list,REACH,2017,List I,List I,List I,CCC(C)(C1=CC=C(C=C1)O)C(C)C,CMKMVAVWKWMNDA-UHFFFAOYSA-N
353,"Phenol, 4-dodecyl, branched",210555-94-5,,,Yes,Environmental candidate list,REACH,2021,List I,List I,List I,,
353,"Phenol, 4-dodecyl, branched",210555-94-5,,Yes,,Health candidate list,REACH,2021,List I,List I,List I,,
355,"Phenol, 4-isododecyl-",27147-75-7,,,Yes,Environmental candidate list,REACH,2021,List I,List I,List I,CC(C)CCCCCCCCCC1=CC=C(C=C1)O,IGDJYCYTMKFRMP-UHFFFAOYSA-N
355,"Phenol, 4-isododecyl-",27147-75-7,,Yes,,Health candidate list,REACH,2021,List I,List I,List I,CC(C)CCCCCCCCCC1=CC=C(C=C1)O,IGDJYCYTMKFRMP-UHFFFAOYSA-N
312,"Phenol, 4-nonyl-, branched",84852-15-3,284-325-5,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,,
270,"Phenol, 4-nonyl-, phosphite (3:1)",3050-88-2,608-492-4,,Yes,Environmental candidate list,REACH,2019,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OP(OC2=CC=C(C=C2)CCCCCCCCC)OC3=CC=C(C=C3)CCCCCCCCC,MGMXGCZJYUCMGY-UHFFFAOYSA-N
283,"Phenol, 4-tert-heptyl-",288864-02-8,,,Yes,Environmental candidate list,REACH,2017,List I,List I,List I,,
356,"Phenol, dodecyl-, branched",121158-58-5,310-154-3,Yes,Yes,Corap List,REACH,2021,List I,List I,List I,CCC(C)C(C)C(C)CCC1=CC=C(C=C1)O,AOOKHLGAVNECET-UHFFFAOYSA-N
356,"Phenol, dodecyl-, branched",121158-58-5,310-154-3,,Yes,Environmental candidate list,REACH,2021,List I,List I,List I,CCC(C)C(C)C(C)CCC1=CC=C(C=C1)O,AOOKHLGAVNECET-UHFFFAOYSA-N
