ID (for name),Name and abbreviation,CAS no.,EC / List no.,Health effects,Environmental effects,Status,Regulatory Field,Year,Appears on lists,Source list,List category,IsomericSMILES,InChIKey
356,"Phenol, dodecyl-, branched",121158-58-5,310-154-3,Yes,,Health candidate list,REACH,2021,List I,List I,List I,CCC(C)C(C)C(C)CCC1=CC=C(C=C1)O,AOOKHLGAVNECET-UHFFFAOYSA-N
282,"Phenol, heptyl derivs",72624-02-3,276-743-1,,Yes,Environmental candidate list,REACH,2017,List I,List I,List I,,
314,"Phenol, nonyl-, branched",90481-04-2,291-844-0,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,,
273,"Phenol, p-isononyl-, phosphite (3:1)",31631-13-7,,,Yes,Environmental candidate list,REACH,2019,List I,List I,List I,,
272,"Phenol, p-sec-nonyl-, phosphite",106599-06-8,,,Yes,Environmental candidate list,REACH,2019,List I,List I,List I,CCCCCCCC(C)C1=CC=C(C=C1)OP(O)O,HLSMAGIZKTVYHL-UHFFFAOYSA-N
352,"Phenol, tetrapropylene-",57427-55-1,,,Yes,Environmental candidate list,REACH,2021,List I,List I,List I,CCCC(C)C(CCC)C(C)CC1=CC=C(C=C1)O,OZZIOWVRWRTHQO-UHFFFAOYSA-N
352,"Phenol, tetrapropylene-",57427-55-1,,Yes,,Health candidate list,REACH,2021,List I,List I,List I,CCCC(C)C(CCC)C(C)CC1=CC=C(C=C1)O,OZZIOWVRWRTHQO-UHFFFAOYSA-N
370,"Poly (oxy-1,2-ethanediyl), alpha -(nonylphenyl)-omega-hydroxy-, branched",68412-54-4,932-337-2,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
370,"Poly (oxy-1,2-ethanediyl), alpha -(nonylphenyl)-omega-hydroxy-, branched",68412-54-4,932-337-2,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
347,"Poly(oxy-1,2-ethanediyl), a-(nonylphenyl)-w-hydroxy-",9016-45-9,931-562-3,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
347,"Poly(oxy-1,2-ethanediyl), a-(nonylphenyl)-w-hydroxy-",9016-45-9,931-562-3,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,BLXVTZPGEOGTGG-UHFFFAOYSA-N
760,"Poly(oxy-1,2-ethanediyl), α-(nonylphenyl)-ω-hydroxy-, branched",,932-688-1,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
760,"Poly(oxy-1,2-ethanediyl), α-(nonylphenyl)-ω-hydroxy-, branched",,932-688-1,,Yes,Environmental candidate list,REACH,2013,List I,List I,List I,,
277,"Poly(oxy-1,2-ethanediyl), α-[(1,1,3,3-tetramethylbutyl)phenyl]-ω-hydroxy-",9036-19-5,,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
277,"Poly(oxy-1,2-ethanediyl), α-[(1,1,3,3-tetramethylbutyl)phenyl]-ω-hydroxy-",9036-19-5,,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,,
280,"Polyethylene glycol p-(1,1,3,3-tetramethylbutyl)phenyl ether",9002-93-1,,,Yes,Environmental authorisation list,REACH,2017,List I,List I,List I,,
280,"Polyethylene glycol p-(1,1,3,3-tetramethylbutyl)phenyl ether",9002-93-1,,,Yes,Environmental candidate list,REACH,2012,List I,List I,List I,,
373,Propiconazole,60207-90-1,262-104-4,Yes,,Legally adopted,BPR,2024,List I,List I,List I,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,STJLVHWMYQXCPB-UHFFFAOYSA-N
373,Propiconazole,60207-90-1,262-104-4,Yes,,Concluded ED in BPC opinion,BPR,2022,List I,List I,List I,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,STJLVHWMYQXCPB-UHFFFAOYSA-N
274,"Reaction product of 1,3,4-thiadiazolidine-2,5-dithione, formaldehyde and phenol, heptyl derivs.",1471311-26-8,939-460-0,,Yes,Environmental authorisation list,REACH,2022,List I,List I,List I,,
274,"Reaction product of 1,3,4-thiadiazolidine-2,5-dithione, formaldehyde and phenol, heptyl derivs.",1471311-26-8,939-460-0,,Yes,Environmental candidate list,REACH,2018,List I,List I,List I,,
382,Triflusulfuron-methyl,126535-15-7,603-146-9,Yes,Yes,Concluded ED in EFSA opinion,PPPR,2022,List I,List I,List I,CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,IMEVJVISCHQJRM-UHFFFAOYSA-N
382,Triflusulfuron-methyl,126535-15-7,603-146-9,Yes,Yes,Legally adopted,PPPR,2024,List I,List I,List I,CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,IMEVJVISCHQJRM-UHFFFAOYSA-N
181,Triphenyl phosphate (TPP),115-86-6,204-112-2,Yes,Yes,Corap List,REACH,2017,List I,List I,List I,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,XZZNDPSIHUTMOC-UHFFFAOYSA-N
181,Triphenyl phosphate (TPP),115-86-6,204-112-2,Yes,,Commission EDC list,Cosmetics,2019,List I,List I,List I,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,XZZNDPSIHUTMOC-UHFFFAOYSA-N
181,Triphenyl phosphate (TPP),115-86-6,204-112-2,,Yes,Concluded ED in SEV,REACH,2023,List I,List I,List I,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,XZZNDPSIHUTMOC-UHFFFAOYSA-N
181,Triphenyl phosphate (TPP),115-86-6,204-112-2,,Yes,Environmental candidate list,REACH,2024,List I,List I,List I,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,XZZNDPSIHUTMOC-UHFFFAOYSA-N
271,"Tris (4-nonylphenol, branched) phosphite (TNPP)",,701-028-2,,Yes,Proposed for Candidate List,REACH,2024,List I,List I,List I,,
271,"Tris (4-nonylphenol, branched) phosphite (TNPP)",,701-028-2,,Yes,Environmental candidate list,REACH,2019,List I,List I,List I,,
271,"Tris (4-nonylphenol, branched) phosphite (TNPP)",,701-028-2,,Yes,List III National Authority evaluation,,2024,List I,List I,List I,,
269,Tris(nonylphenyl) phosphite,26523-78-4,247-759-6,,Yes,Environmental candidate list,REACH,2019,List I,List I,List I,CCCCCCCCCC1=CC=C(C=C1)OP(OC2=CC=C(C=C2)CCCCCCCCC)OC3=CC=C(C=C3)CCCCCCCCC,MGMXGCZJYUCMGY-UHFFFAOYSA-N
122,"6,6'-di-tert-butyl-4,4'-thiodi-m-cresol",96-69-5,202-525-2,Yes,,Corap List,REACH,2015,List II,List II,List II,CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,HXIQYSLFEXIOAV-UHFFFAOYSA-N
141,Dicyclohexyl phthalate (DCHP),84-61-7,201-545-9,,Yes,Corap List,REACH,2017,"List I, List II",List II,List I,,
141,Dicyclohexyl phthalate (DCHP),84-61-7,201-545-9,Yes,,Health candidate list,REACH,2018,"List I, List II",List II,List I,,
141,Dicyclohexyl phthalate (DCHP),84-61-7,201-545-9,,Yes,Concluded ED in SEV,REACH,2023,"List I, List II",List II,List I,,
163,Oxybenzone (BP-3),131-57-7,205-031-5,Yes,Yes,Corap List,REACH,2014,"List II, List III",List II,List II,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,DXGLGDHPHMLXJC-UHFFFAOYSA-N
163,Oxybenzone (BP-3),131-57-7,205-031-5,Yes,,Commission EDC list,Cosmetics,2019,"List II, List III",List II,List II,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,DXGLGDHPHMLXJC-UHFFFAOYSA-N
163,Oxybenzone (BP-3),131-57-7,205-031-5,Yes,Yes,List III National Authority evaluation,,2025,"List II, List III",List II,List II,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,DXGLGDHPHMLXJC-UHFFFAOYSA-N
163,Oxybenzone (BP-3),131-57-7,205-031-5,Yes,Yes,Concluded ED in SEV,REACH,2025,"List II, List III",List II,List II,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,DXGLGDHPHMLXJC-UHFFFAOYSA-N
165,Propyl 4-hydroxybenzoate; Propylparaben,94-13-3,202-307-7,Yes,Yes,Corap List,REACH,2015,"List II, List III",List II,List II,CCCOC(=O)C1=CC=C(C=C1)O,QELSKZZBTMNZEB-UHFFFAOYSA-N
165,Propyl 4-hydroxybenzoate; Propylparaben,94-13-3,202-307-7,Yes,Yes,List III National Authority evaluation,,"2022, 2023","List II, List III",List II,List II,CCCOC(=O)C1=CC=C(C=C1)O,QELSKZZBTMNZEB-UHFFFAOYSA-N
165,Propyl 4-hydroxybenzoate; Propylparaben,94-13-3,202-307-7,,Yes,Concluded ED in SEV,REACH,2023,"List II, List III",List II,List II,CCCOC(=O)C1=CC=C(C=C1)O,QELSKZZBTMNZEB-UHFFFAOYSA-N
165,Propyl 4-hydroxybenzoate; Propylparaben,94-13-3,202-307-7,Yes,,Commission EDC list,Cosmetics,2019,"List II, List III",List II,List II,CCCOC(=O)C1=CC=C(C=C1)O,QELSKZZBTMNZEB-UHFFFAOYSA-N
165,Propyl 4-hydroxybenzoate; Propylparaben,94-13-3,202-307-7,,Yes,Classification proposed,CLH,2024,"List II, List III",List II,List II,CCCOC(=O)C1=CC=C(C=C1)O,QELSKZZBTMNZEB-UHFFFAOYSA-N
166,Resorcinol,108-46-3,203-585-2,Yes,Yes,Corap List,REACH,2019,"List II, List III",List II,List II,C1=CC(=CC(=C1)O)O,GHMLBKRAJCXXBS-UHFFFAOYSA-N
166,Resorcinol,108-46-3,203-585-2,Yes,,Proposed for Candidate List,REACH,2020,"List II, List III",List II,List II,C1=CC(=CC(=C1)O)O,GHMLBKRAJCXXBS-UHFFFAOYSA-N
166,Resorcinol,108-46-3,203-585-2,Yes,,Classification proposed,CLH,2024,"List II, List III",List II,List II,C1=CC(=CC(=C1)O)O,GHMLBKRAJCXXBS-UHFFFAOYSA-N
166,Resorcinol,108-46-3,203-585-2,Yes,,Commission EDC list,Cosmetics,2019,"List II, List III",List II,List II,C1=CC(=CC(=C1)O)O,GHMLBKRAJCXXBS-UHFFFAOYSA-N
166,Resorcinol,108-46-3,203-585-2,Yes,,List III National Authority evaluation,,2025,"List II, List III",List II,List II,C1=CC(=CC(=C1)O)O,GHMLBKRAJCXXBS-UHFFFAOYSA-N
173,Benzophenone-1 (BP-1),131-56-6,205-029-4,Yes,,Commission EDC list,Cosmetics,2019,List II,List II,List II,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,ZXDDPOHVAMWLBH-UHFFFAOYSA-N
177,Methyl 4-hydroxybenzoate (Methylparaben),99-76-3,202-785-7,Yes,Yes,Corap List,REACH,2014,"List II, List III",List II,List II,COC(=O)C1=CC=C(C=C1)O,LXCFILQKKLGQFO-UHFFFAOYSA-N
177,Methyl 4-hydroxybenzoate (Methylparaben),99-76-3,202-785-7,Yes,,Commission EDC list,Cosmetics,2019,"List II, List III",List II,List II,COC(=O)C1=CC=C(C=C1)O,LXCFILQKKLGQFO-UHFFFAOYSA-N
177,Methyl 4-hydroxybenzoate (Methylparaben),99-76-3,202-785-7,Yes,Yes,List III National Authority evaluation,,2025,"List II, List III",List II,List II,COC(=O)C1=CC=C(C=C1)O,LXCFILQKKLGQFO-UHFFFAOYSA-N
178,Decamethylcyclopentasiloxane (D5),541-02-6,208-764-9,Yes,,Commission EDC list,Cosmetics,2019,List II,List II,List II,C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C,XMSXQFUHVRWGNA-UHFFFAOYSA-N
179,Cyclomethicone,"69430-24-6, 556-67-2, 541-02-6, 540-97-6","614-966-1, 209-136-7, 208-764-9, 208-762-8",Yes,,Commission EDC list,Cosmetics,2019,List II,List II,List II,,
182,Deltamethrin,52918-63-5,258-256-6,Yes,,Commission EDC list,Cosmetics,2019,List II,List II,List II,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,OWZREIFADZCYQD-NSHGMRRFSA-N
185,"1,3-dihydro-4(or 5)-methyl-2H-benzimidazole-2-thione",53988-10-6,258-904-8,,Yes,Corap List,REACH,2018,List II,List II,List II,CC1=C2C(=CC=C1)NC(=S)N2,UDQCDDZBBZNIFA-UHFFFAOYSA-N
185,"1,3-dihydro-4(or 5)-methyl-2H-benzimidazole-2-thione",53988-10-6,258-904-8,,Yes,Concluded ED in SEV,REACH,2023,List II,List II,List II,CC1=C2C(=CC=C1)NC(=S)N2,UDQCDDZBBZNIFA-UHFFFAOYSA-N
186,"1,3-dihydro-4(or 5)-methyl-2H-benzimidazole-2-thione, zinc salt",61617-00-3,262-872-0,,Yes,Corap List,REACH,2018,List II,List II,List II,CC1=C2C(=CC=C1)NC(=N2)[S-].CC1=C2C(=CC=C1)NC(=N2)[S-].[Zn+2],GHPJYLIEFFVDGR-UHFFFAOYSA-L
186,"1,3-dihydro-4(or 5)-methyl-2H-benzimidazole-2-thione, zinc salt",61617-00-3,262-872-0,,Yes,Concluded ED in SEV,REACH,2023,List II,List II,List II,CC1=C2C(=CC=C1)NC(=N2)[S-].CC1=C2C(=CC=C1)NC(=N2)[S-].[Zn+2],GHPJYLIEFFVDGR-UHFFFAOYSA-L
187,"1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexamethyl-2-naphthyl)ethan-1-one","21145-77-7, 1506-02-1","244-240-6, 216-133-4",,Yes,Corap List,REACH,2020,List II,List II,List II,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,DNRJTBAOUJJKDY-UHFFFAOYSA-N
191,"2,2,6,6-tetrabromo-4,4-isopropylidenediphenol",79-94-7,201-236-9,Yes,Yes,Corap List,REACH,2015,List II,List II,List II,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,VEORPZCZECFIRK-UHFFFAOYSA-N
192,"2,2′,6,6′-Tetra-tert-butyl-4,4′- methylenediphenol",118-82-1,204-279-1,Yes,,Corap List,REACH,2014,List II,List II,List II,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,MDWVSAYEQPLWMX-UHFFFAOYSA-N
193,"2,4-di-tert-butylphenol",96-76-4,202-532-0,Yes,Yes,Corap List,REACH,2017,List II,List II,List II,CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,ICKWICRCANNIBI-UHFFFAOYSA-N
194,"2,6-di-tert-butyl-p-cresol; butylated hydroxytoluene (BHT)",128-37-0,204-881-4,Yes,,Corap List,REACH,2016,List II,List II,List II,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,NLZUEZXRPGMBCV-UHFFFAOYSA-N
194,"2,6-di-tert-butyl-p-cresol; butylated hydroxytoluene (BHT)",128-37-0,204-881-4,Yes,,Commission EDC list,Cosmetics,2019,List II,List II,List II,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,NLZUEZXRPGMBCV-UHFFFAOYSA-N
196,2-[4-[2-[4-(2-hydroxyethoxy)phenyl]propan-2-yl]phenoxy]ethanol,32492-61-8,500-082-2,,Yes,Corap List,REACH,2027,List II,List II,List II,CC(C)(C1=CC=C(C=C1)OCCO)C2=CC=C(C=C2)OCCO,UUAGPGQUHZVJBQ-UHFFFAOYSA-N
201,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl acrylate",17527-29-6,241-527-8,,Yes,Corap List,REACH,2016,List II,List II,List II,C=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,VPKQPPJQTZJZDB-UHFFFAOYSA-N
202,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl methacrylate",2144-53-8,218-407-9,,Yes,Corap List,REACH,2016,List II,List II,List II,CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CDXFIRXEAJABAZ-UHFFFAOYSA-N
204,3-methylpyrazole,1453-58-3,215-925-7,,Yes,Corap List,REACH,2018,List II,List II,List II,CC1=CC=NN1,XKVUYEYANWFIJX-UHFFFAOYSA-N
207,4-(4-isopropoxyphenylsulfonyl)phenol (D-8),95235-30-6,405-520-5,,Yes,Corap List,REACH,2027,List II,List II,List II,CC(C)OC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)O,ZTILAOCGFRDHBH-UHFFFAOYSA-N
211,"6,6'-di-tert-butyl-4,4'-butylidenedi-m-cresol",85-60-9,201-618-5,Yes,,Corap List,REACH,2019,List II,List II,List II,CCCC(C1=CC(=C(C=C1C)O)C(C)(C)C)C2=CC(=C(C=C2C)O)C(C)(C)C,PFANXOISJYKQRP-UHFFFAOYSA-N
214,Ammonium perchlorate,7790-98-9,232-235-1,Yes,Yes,Corap List,REACH,2015,List II,List II,List II,[NH4+].[O-]Cl(=O)(=O)=O,HHEFNVCDPLQQTP-UHFFFAOYSA-N
214,Ammonium perchlorate,7790-98-9,232-235-1,,Yes,Concluded ED in SEV,REACH,2016,List II,List II,List II,[NH4+].[O-]Cl(=O)(=O)=O,HHEFNVCDPLQQTP-UHFFFAOYSA-N
216,Benzotriazole,95-14-7,202-394-1,Yes,,Corap List,REACH,2016,List II,List II,List II,C1=CC2=NNN=C2C=C1,QRUDEWIWKLJBPS-UHFFFAOYSA-N
216,Benzotriazole,95-14-7,202-394-1,,Yes,Concluded ED in SEV,REACH,2024,List II,List II,List II,C1=CC2=NNN=C2C=C1,QRUDEWIWKLJBPS-UHFFFAOYSA-N
218,Bis(2-propylheptyl) phthalate,53306-54-0,258-469-4,,Yes,Corap List,REACH,2020,List II,List II,List II,CCCCCC(CCC)COC(=O)C1=CC=CC=C1C(=O)OCC(CCC)CCCCC,MTYUOIVEVPTXFX-UHFFFAOYSA-N
220,Butanone,78-93-3,201-159-0,Yes,,Corap List,REACH,2018,List II,List II,List II,CCC(=O)C,ZWEHNKRNPOVVGH-UHFFFAOYSA-N
226,dioctyltin oxide,870-08-6,212-791-1,Yes,Yes,Corap List,REACH,2024,List II,List II,List II,CCCCCCCC[Sn](=O)CCCCCCCC,LQRUPWUPINJLMU-UHFFFAOYSA-N
236,Sodium perchlorate,7601-89-0,231-511-9,Yes,Yes,Corap List,REACH,2015,List II,List II,List II,[O-]Cl(=O)(=O)=O.[Na+],BAZAXWOYCMUHIX-UHFFFAOYSA-M
236,Sodium perchlorate,7601-89-0,231-511-9,,Yes,Concluded ED in SEV,REACH,2016,List II,List II,List II,[O-]Cl(=O)(=O)=O.[Na+],BAZAXWOYCMUHIX-UHFFFAOYSA-M
240,"Phenol, styrenated (reaction mass of 2,4,6-tris(1-phenyl-ethyl)phenol and Bis(1-phenylethyl) phenol)",61788-44-1,262-975-0,Yes,Yes,Corap List,REACH,2014,List II,List II,List II,,
240,"Phenol, styrenated (reaction mass of 2,4,6-tris(1-phenyl-ethyl)phenol and Bis(1-phenylethyl) phenol)",61788-44-1,262-975-0,,Yes,Concluded ED in SEV,REACH,2023,List II,List II,List II,,
241,Isopentyl p-methoxycinnamate,71617-10-2,275-702-5,,Yes,Corap List,REACH,2016,List II,List II,List II,CC(C)CCOC(=O)C=CC1=CC=C(C=C1)OC,UBNYRXMKIIGMKK-UHFFFAOYSA-N
243,Triclosan,3380-34-5,222-182-2,Yes,,Corap List,REACH,2012,List II,List II,List II,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,XEFQLINVKFYRCS-UHFFFAOYSA-N
243,Triclosan,3380-34-5,222-182-2,Yes,,Commission EDC list,Cosmetics,2019,List II,List II,List II,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,XEFQLINVKFYRCS-UHFFFAOYSA-N
244,Ziram,137-30-4,205-288-3,Yes,Yes,Corap List,REACH,2012,List II,List II,List II,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],DUBNHZYBDBBJHD-UHFFFAOYSA-L
246,"Esterification products of 1,3-dioxo-2-benzofuran-5-carboxylic acid with nonan-1-ol",,941-303-6,Yes,Yes,Corap List,REACH,2027,List II,List II,List II,,
249,Reaction products of phosphoryl trichloride and 2-methyloxirane (TCPP),1244733-77-4,807-935-0,Yes,Yes,Corap List,REACH,2022,"List II, List III",List II,List II,,
249,Reaction products of phosphoryl trichloride and 2-methyloxirane (TCPP),1244733-77-4,807-935-0,Yes,,Concluded ED in SEV,REACH,2023,"List II, List III",List II,List II,,
249,Reaction products of phosphoryl trichloride and 2-methyloxirane (TCPP),1244733-77-4,807-935-0,Yes,,List III National Authority evaluation,,2024,"List II, List III",List II,List II,,
249,Reaction products of phosphoryl trichloride and 2-methyloxirane (TCPP),1244733-77-4,807-935-0,Yes,,Classification proposed,CLH,2024,"List II, List III",List II,List II,,
250,Tris[2-chloro-1-(chloromethyl)ethyl] phosphate (TDCP),13674-87-8,237-159-2,Yes,,Classification proposed,CLH,2024,"List II, List III",List II,List II,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,ASLWPAWFJZFCKF-UHFFFAOYSA-N
250,Tris[2-chloro-1-(chloromethyl)ethyl] phosphate (TDCP),13674-87-8,237-159-2,Yes,,List III National Authority evaluation,,2025,"List II, List III",List II,List II,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,ASLWPAWFJZFCKF-UHFFFAOYSA-N
253,Diuron,330-54-1,206-354-4,Yes,Yes,Corap List,REACH,2014,List II,List II,List II,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,XMTQQYYKAHVGBJ-UHFFFAOYSA-N
253,Diuron,330-54-1,206-354-4,,Yes,Concluded ED in SEV,REACH,2024,List II,List II,List II,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,XMTQQYYKAHVGBJ-UHFFFAOYSA-N
254,"Phenol, methylstyrenated; Oligomerisation and alkylation reaction products of 2-phenylpropene and phenol",68512-30-1,"270-966-8, 700-960-7",,Yes,Corap List,REACH,2012,"List II, List III",List II,List II,,
254,"Phenol, methylstyrenated; Oligomerisation and alkylation reaction products of 2-phenylpropene and phenol",68512-30-1,"270-966-8, 700-960-7",,Yes,Concluded ED in SEV,REACH,2024,"List II, List III",List II,List II,,
254,"Phenol, methylstyrenated; Oligomerisation and alkylation reaction products of 2-phenylpropene and phenol",68512-30-1,"270-966-8, 700-960-7",,Yes,List III National Authority evaluation,,2025,"List II, List III",List II,List II,,
255,"Phenol, isopropylated, phosphate (3:1)",68937-41-7,273-066-3,Yes,Yes,Corap List,REACH,2020,List II,List II,List II,,
256,"reaction mass of 1-(1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one and 1-(1,2,3,4,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one and 1-(1,2,3,5,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one",-,915-730-3,Yes,Yes,Corap List,REACH,2017,List II,List II,List II,,
264,2-tert-butyl-4-methoxyphenol (BHA),"25013-16-5, 121-00-6","246-563-8, 204-442-7",Yes,Yes,Corap List,REACH,2015,"List II, List III",List II,List II,CC(C)(C)C1=C(C=CC(=C1)OC)O,MRBKEAMVRSLQPH-UHFFFAOYSA-N
264,2-tert-butyl-4-methoxyphenol (BHA),"25013-16-5, 121-00-6","246-563-8, 204-442-7",Yes,,Commission EDC list,Cosmetics,2019,"List II, List III",List II,List II,CC(C)(C)C1=C(C=CC(=C1)OC)O,MRBKEAMVRSLQPH-UHFFFAOYSA-N
