harmony_column,feature_name
harmony_385,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_10of16
harmony_386,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_10of20
harmony_387,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_11of20
harmony_388,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_12of16
harmony_389,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_12of20
harmony_390,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_13of20
harmony_391,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_14of20
harmony_392,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_17of20
harmony_393,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_1of20
harmony_394,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_20of20
harmony_395,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_2of16
harmony_396,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_3of16
harmony_397,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_3of20
harmony_398,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_4of16
harmony_399,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_4of20
harmony_400,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_5of16
harmony_401,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_6of16
harmony_402,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_6of20
harmony_403,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_7of16
harmony_404,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_8of20
harmony_405,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_9of16
harmony_406,Cytoplasm_RadialDistribution_RadialCV_AGP_2of4
harmony_407,Cytoplasm_RadialDistribution_RadialCV_AGP_3of4
harmony_408,Cytoplasm_RadialDistribution_RadialCV_AGP_4of4
harmony_409,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4
harmony_410,Cytoplasm_RadialDistribution_RadialCV_DNA_2of4
harmony_411,Cytoplasm_RadialDistribution_RadialCV_DNA_3of4
harmony_412,Cytoplasm_RadialDistribution_RadialCV_ER_3of4
harmony_413,Cytoplasm_RadialDistribution_RadialCV_Mito_3of4
harmony_414,Cytoplasm_RadialDistribution_RadialCV_RNA_3of4
harmony_415,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_10of16
harmony_416,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_10of20
harmony_417,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_11of20
harmony_418,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_12of20
harmony_419,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_13of16
harmony_420,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_13of20
harmony_421,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_14of20
harmony_422,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_16of16
harmony_423,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_20of20
harmony_424,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_2of16
harmony_425,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_2of20
harmony_426,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_3of16
harmony_427,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_3of20
harmony_428,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_4of16
harmony_429,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_4of20
harmony_430,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_5of16
harmony_431,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_6of16
harmony_432,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_6of20
harmony_433,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_8of20
harmony_434,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_9of16
harmony_435,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_9of20
harmony_436,Cytoplasm_Texture_AngularSecondMoment_AGP_3_00_256
harmony_437,Cytoplasm_Texture_AngularSecondMoment_DNA_10_02_256
harmony_438,Cytoplasm_Texture_AngularSecondMoment_ER_10_03_256
harmony_439,Cytoplasm_Texture_AngularSecondMoment_Mito_10_01_256
harmony_440,Cytoplasm_Texture_AngularSecondMoment_RNA_10_03_256
harmony_441,Cytoplasm_Texture_Contrast_AGP_3_00_256
harmony_442,Cytoplasm_Texture_Contrast_DNA_3_02_256
harmony_443,Cytoplasm_Texture_Contrast_Mito_3_02_256
harmony_444,Cytoplasm_Texture_Contrast_RNA_3_02_256
harmony_445,Cytoplasm_Texture_Correlation_AGP_10_00_256
harmony_446,Cytoplasm_Texture_Correlation_AGP_10_01_256
harmony_447,Cytoplasm_Texture_Correlation_AGP_10_02_256
harmony_448,Cytoplasm_Texture_Correlation_AGP_10_03_256
harmony_449,Cytoplasm_Texture_Correlation_AGP_5_01_256
harmony_450,Cytoplasm_Texture_Correlation_AGP_5_02_256
harmony_451,Cytoplasm_Texture_Correlation_AGP_5_03_256
harmony_452,Cytoplasm_Texture_Correlation_DNA_10_02_256
harmony_453,Cytoplasm_Texture_Correlation_DNA_3_00_256
harmony_454,Cytoplasm_Texture_Correlation_DNA_5_01_256
harmony_455,Cytoplasm_Texture_Correlation_DNA_5_02_256
harmony_456,Cytoplasm_Texture_Correlation_ER_10_00_256
harmony_457,Cytoplasm_Texture_Correlation_ER_10_01_256
harmony_458,Cytoplasm_Texture_Correlation_ER_10_02_256
harmony_459,Cytoplasm_Texture_Correlation_ER_10_03_256
harmony_460,Cytoplasm_Texture_Correlation_ER_5_01_256
harmony_461,Cytoplasm_Texture_Correlation_ER_5_03_256
harmony_462,Cytoplasm_Texture_Correlation_Mito_10_00_256
harmony_463,Cytoplasm_Texture_Correlation_Mito_10_01_256
harmony_464,Cytoplasm_Texture_Correlation_Mito_10_02_256
harmony_465,Cytoplasm_Texture_Correlation_Mito_10_03_256
harmony_466,Cytoplasm_Texture_Correlation_Mito_5_01_256
harmony_467,Cytoplasm_Texture_Correlation_Mito_5_03_256
harmony_468,Cytoplasm_Texture_Correlation_RNA_10_00_256
harmony_469,Cytoplasm_Texture_Correlation_RNA_10_01_256
harmony_470,Cytoplasm_Texture_Correlation_RNA_10_02_256
harmony_471,Cytoplasm_Texture_Correlation_RNA_10_03_256
harmony_472,Cytoplasm_Texture_Correlation_RNA_5_01_256
harmony_473,Cytoplasm_Texture_Correlation_RNA_5_03_256
harmony_474,Cytoplasm_Texture_DifferenceEntropy_AGP_3_00_256
harmony_475,Cytoplasm_Texture_DifferenceEntropy_ER_3_00_256
harmony_476,Cytoplasm_Texture_DifferenceEntropy_Mito_3_00_256
harmony_477,Cytoplasm_Texture_DifferenceEntropy_RNA_3_00_256
harmony_478,Cytoplasm_Texture_DifferenceVariance_DNA_10_02_256
harmony_479,Cytoplasm_Texture_DifferenceVariance_ER_10_03_256
harmony_480,Cytoplasm_Texture_InfoMeas1_AGP_10_02_256
harmony_481,Cytoplasm_Texture_InfoMeas1_AGP_3_02_256
harmony_482,Cytoplasm_Texture_InfoMeas1_DNA_10_03_256
harmony_483,Cytoplasm_Texture_InfoMeas1_DNA_5_01_256
harmony_484,Cytoplasm_Texture_InfoMeas1_ER_10_01_256
harmony_485,Cytoplasm_Texture_InfoMeas1_ER_10_02_256
harmony_486,Cytoplasm_Texture_InfoMeas1_ER_3_01_256
harmony_487,Cytoplasm_Texture_InfoMeas1_ER_5_01_256
harmony_488,Cytoplasm_Texture_InfoMeas1_ER_5_03_256
harmony_489,Cytoplasm_Texture_InfoMeas1_Mito_10_02_256
harmony_490,Cytoplasm_Texture_InfoMeas1_Mito_10_03_256
harmony_491,Cytoplasm_Texture_InfoMeas1_Mito_3_00_256
harmony_492,Cytoplasm_Texture_InfoMeas1_Mito_5_03_256
harmony_493,Cytoplasm_Texture_InfoMeas1_RNA_10_01_256
harmony_494,Cytoplasm_Texture_InfoMeas1_RNA_10_02_256
harmony_495,Cytoplasm_Texture_InfoMeas1_RNA_3_01_256
harmony_496,Cytoplasm_Texture_InfoMeas1_RNA_5_01_256
harmony_497,Cytoplasm_Texture_InfoMeas2_AGP_5_02_256
harmony_498,Cytoplasm_Texture_InfoMeas2_DNA_10_03_256
harmony_499,Cytoplasm_Texture_InfoMeas2_ER_3_00_256
harmony_500,Cytoplasm_Texture_InfoMeas2_RNA_3_00_256
harmony_501,Cytoplasm_Texture_InverseDifferenceMoment_AGP_3_00_256
harmony_502,Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_03_256
harmony_503,Cytoplasm_Texture_InverseDifferenceMoment_ER_10_01_256
harmony_504,Cytoplasm_Texture_InverseDifferenceMoment_Mito_3_00_256
harmony_505,Cytoplasm_Texture_SumAverage_DNA_3_01_256
harmony_506,Nuclei_AreaShape_BoundingBoxMinimum_Y
harmony_507,Nuclei_AreaShape_Compactness
harmony_508,Nuclei_AreaShape_Eccentricity
harmony_509,Nuclei_AreaShape_EulerNumber
harmony_510,Nuclei_AreaShape_Extent
harmony_511,Nuclei_AreaShape_MaxFeretDiameter
harmony_512,Nuclei_AreaShape_Orientation
harmony_513,Nuclei_AreaShape_Solidity
harmony_514,Nuclei_AreaShape_Zernike_0_0
harmony_515,Nuclei_AreaShape_Zernike_1_1
harmony_516,Nuclei_AreaShape_Zernike_2_0
harmony_517,Nuclei_AreaShape_Zernike_2_2
harmony_518,Nuclei_AreaShape_Zernike_3_1
harmony_519,Nuclei_AreaShape_Zernike_3_3
harmony_520,Nuclei_AreaShape_Zernike_4_0
harmony_521,Nuclei_AreaShape_Zernike_4_2
harmony_522,Nuclei_AreaShape_Zernike_4_4
harmony_523,Nuclei_AreaShape_Zernike_5_1
harmony_524,Nuclei_AreaShape_Zernike_5_3
harmony_525,Nuclei_AreaShape_Zernike_5_5
harmony_526,Nuclei_AreaShape_Zernike_6_0
harmony_527,Nuclei_AreaShape_Zernike_6_2
harmony_528,Nuclei_AreaShape_Zernike_6_4
harmony_529,Nuclei_AreaShape_Zernike_6_6
harmony_530,Nuclei_AreaShape_Zernike_7_1
harmony_531,Nuclei_AreaShape_Zernike_7_3
harmony_532,Nuclei_AreaShape_Zernike_7_5
harmony_533,Nuclei_AreaShape_Zernike_7_7
harmony_534,Nuclei_AreaShape_Zernike_8_0
harmony_535,Nuclei_AreaShape_Zernike_8_2
harmony_536,Nuclei_AreaShape_Zernike_8_4
harmony_537,Nuclei_AreaShape_Zernike_8_6
harmony_538,Nuclei_AreaShape_Zernike_9_1
harmony_539,Nuclei_AreaShape_Zernike_9_3
harmony_540,Nuclei_AreaShape_Zernike_9_5
harmony_541,Nuclei_AreaShape_Zernike_9_7
harmony_542,Nuclei_AreaShape_Zernike_9_9
harmony_543,Nuclei_Children_Cytoplasm_Count
harmony_544,Nuclei_Correlation_Correlation_AGP_DNA
harmony_545,Nuclei_Correlation_Correlation_AGP_ER
harmony_546,Nuclei_Correlation_Correlation_AGP_Mito
harmony_547,Nuclei_Correlation_Correlation_AGP_RNA
harmony_548,Nuclei_Correlation_Correlation_DNA_ER
harmony_549,Nuclei_Correlation_Correlation_DNA_Mito
harmony_550,Nuclei_Correlation_Correlation_DNA_RNA
harmony_551,Nuclei_Correlation_Correlation_ER_Mito
harmony_552,Nuclei_Correlation_Correlation_ER_RNA
harmony_553,Nuclei_Correlation_Correlation_Mito_RNA
harmony_554,Nuclei_Correlation_K_AGP_ER
harmony_555,Nuclei_Correlation_K_AGP_RNA
harmony_556,Nuclei_Correlation_K_DNA_Mito
harmony_557,Nuclei_Correlation_K_ER_RNA
harmony_558,Nuclei_Correlation_K_Mito_AGP
harmony_559,Nuclei_Correlation_K_Mito_RNA
harmony_560,Nuclei_Correlation_K_RNA_AGP
harmony_561,Nuclei_Correlation_K_RNA_Mito
harmony_562,Nuclei_Correlation_Overlap_AGP_DNA
harmony_563,Nuclei_Correlation_Overlap_AGP_ER
harmony_564,Nuclei_Correlation_Overlap_AGP_Mito
harmony_565,Nuclei_Correlation_Overlap_AGP_RNA
harmony_566,Nuclei_Correlation_Overlap_DNA_ER
harmony_567,Nuclei_Correlation_Overlap_DNA_Mito
harmony_568,Nuclei_Correlation_Overlap_DNA_RNA
harmony_569,Nuclei_Correlation_Overlap_ER_Mito
harmony_570,Nuclei_Correlation_Overlap_ER_RNA
harmony_571,Nuclei_Correlation_Overlap_Mito_RNA
harmony_572,Nuclei_Granularity_10_AGP
harmony_573,Nuclei_Granularity_10_ER
harmony_574,Nuclei_Granularity_10_RNA
harmony_575,Nuclei_Granularity_11_AGP
harmony_576,Nuclei_Granularity_11_DNA
harmony_577,Nuclei_Granularity_11_ER
harmony_578,Nuclei_Granularity_11_Mito
harmony_579,Nuclei_Granularity_11_RNA
harmony_580,Nuclei_Granularity_12_AGP
harmony_581,Nuclei_Granularity_12_DNA
harmony_582,Nuclei_Granularity_12_ER
harmony_583,Nuclei_Granularity_12_Mito
harmony_584,Nuclei_Granularity_12_RNA
harmony_585,Nuclei_Granularity_13_AGP
harmony_586,Nuclei_Granularity_13_DNA
harmony_587,Nuclei_Granularity_13_ER
harmony_588,Nuclei_Granularity_13_Mito
harmony_589,Nuclei_Granularity_13_RNA
harmony_590,Nuclei_Granularity_1_AGP
harmony_591,Nuclei_Granularity_1_DNA
harmony_592,Nuclei_Granularity_1_Mito
harmony_593,Nuclei_Granularity_1_RNA
harmony_594,Nuclei_Granularity_2_AGP
harmony_595,Nuclei_Granularity_2_DNA
harmony_596,Nuclei_Granularity_2_ER
harmony_597,Nuclei_Granularity_2_Mito
harmony_598,Nuclei_Granularity_2_RNA
harmony_599,Nuclei_Granularity_3_AGP
harmony_600,Nuclei_Granularity_3_DNA
harmony_601,Nuclei_Granularity_3_ER
harmony_602,Nuclei_Granularity_3_Mito
harmony_603,Nuclei_Granularity_3_RNA
harmony_604,Nuclei_Granularity_4_AGP
harmony_605,Nuclei_Granularity_4_DNA
harmony_606,Nuclei_Granularity_4_ER
harmony_607,Nuclei_Granularity_4_Mito
harmony_608,Nuclei_Granularity_4_RNA
harmony_609,Nuclei_Granularity_5_AGP
harmony_610,Nuclei_Granularity_5_DNA
harmony_611,Nuclei_Granularity_5_ER
harmony_612,Nuclei_Granularity_5_Mito
harmony_613,Nuclei_Granularity_5_RNA
harmony_614,Nuclei_Granularity_6_AGP
harmony_615,Nuclei_Granularity_6_DNA
harmony_616,Nuclei_Granularity_6_Mito
harmony_617,Nuclei_Granularity_6_RNA
harmony_618,Nuclei_Granularity_7_AGP
harmony_619,Nuclei_Granularity_7_DNA
harmony_620,Nuclei_Granularity_7_ER
harmony_621,Nuclei_Granularity_7_RNA
harmony_622,Nuclei_Granularity_8_AGP
harmony_623,Nuclei_Granularity_8_ER
harmony_624,Nuclei_Granularity_8_RNA
harmony_625,Nuclei_Granularity_9_AGP
harmony_626,Nuclei_Granularity_9_ER
harmony_627,Nuclei_Granularity_9_RNA
harmony_628,Nuclei_Intensity_IntegratedIntensity_AGP
harmony_629,Nuclei_Intensity_IntegratedIntensity_ER
harmony_630,Nuclei_Intensity_MADIntensity_ER
harmony_631,Nuclei_Intensity_MassDisplacement_AGP
harmony_632,Nuclei_Intensity_MassDisplacement_DNA
harmony_633,Nuclei_Intensity_MassDisplacement_ER
harmony_634,Nuclei_Intensity_MassDisplacement_Mito
harmony_635,Nuclei_Intensity_MassDisplacement_RNA
harmony_636,Nuclei_Intensity_MinIntensityEdge_ER
harmony_637,Nuclei_Intensity_StdIntensityEdge_DNA
harmony_638,Nuclei_Intensity_StdIntensityEdge_RNA
harmony_639,Nuclei_Neighbors_NumberOfNeighbors_1
harmony_640,Nuclei_ObjectSkeleton_NumberBranchEnds_mito_skel
harmony_641,Nuclei_ObjectSkeleton_NumberNonTrunkBranches_mito_skel
harmony_642,Nuclei_ObjectSkeleton_NumberTrunks_mito_skel
harmony_643,Nuclei_Parent_NucleiIncludingEdges
harmony_644,Nuclei_RadialDistribution_FracAtD_AGP_2of4
harmony_645,Nuclei_RadialDistribution_FracAtD_AGP_3of4
harmony_646,Nuclei_RadialDistribution_FracAtD_AGP_4of4
harmony_647,Nuclei_RadialDistribution_FracAtD_DNA_2of4
harmony_648,Nuclei_RadialDistribution_FracAtD_DNA_3of4
harmony_649,Nuclei_RadialDistribution_FracAtD_DNA_4of4
harmony_650,Nuclei_RadialDistribution_FracAtD_ER_1of4
harmony_651,Nuclei_RadialDistribution_FracAtD_ER_3of4
harmony_652,Nuclei_RadialDistribution_FracAtD_ER_4of4
harmony_653,Nuclei_RadialDistribution_FracAtD_Mito_2of4
harmony_654,Nuclei_RadialDistribution_FracAtD_Mito_3of4
harmony_655,Nuclei_RadialDistribution_FracAtD_Mito_4of4
harmony_656,Nuclei_RadialDistribution_FracAtD_RNA_2of4
harmony_657,Nuclei_RadialDistribution_FracAtD_RNA_3of4
harmony_658,Nuclei_RadialDistribution_FracAtD_RNA_4of4
harmony_659,Nuclei_RadialDistribution_MeanFrac_AGP_2of4
harmony_660,Nuclei_RadialDistribution_MeanFrac_AGP_3of4
harmony_661,Nuclei_RadialDistribution_MeanFrac_AGP_4of4
harmony_662,Nuclei_RadialDistribution_MeanFrac_DNA_1of4
harmony_663,Nuclei_RadialDistribution_MeanFrac_DNA_3of4
harmony_664,Nuclei_RadialDistribution_MeanFrac_ER_1of4
harmony_665,Nuclei_RadialDistribution_MeanFrac_ER_3of4
harmony_666,Nuclei_RadialDistribution_MeanFrac_ER_4of4
harmony_667,Nuclei_RadialDistribution_MeanFrac_Mito_2of4
harmony_668,Nuclei_RadialDistribution_MeanFrac_Mito_3of4
harmony_669,Nuclei_RadialDistribution_MeanFrac_Mito_4of4
harmony_670,Nuclei_RadialDistribution_MeanFrac_RNA_1of4
harmony_671,Nuclei_RadialDistribution_MeanFrac_RNA_3of4
harmony_672,Nuclei_RadialDistribution_MeanFrac_RNA_4of4
harmony_673,Nuclei_RadialDistribution_RadialCV_AGP_1of4
harmony_674,Nuclei_RadialDistribution_RadialCV_AGP_2of4
harmony_675,Nuclei_RadialDistribution_RadialCV_AGP_3of4
harmony_676,Nuclei_RadialDistribution_RadialCV_AGP_4of4
harmony_677,Nuclei_RadialDistribution_RadialCV_DNA_1of4
harmony_678,Nuclei_RadialDistribution_RadialCV_DNA_2of4
harmony_679,Nuclei_RadialDistribution_RadialCV_DNA_3of4
harmony_680,Nuclei_RadialDistribution_RadialCV_DNA_4of4
harmony_681,Nuclei_RadialDistribution_RadialCV_ER_2of4
harmony_682,Nuclei_RadialDistribution_RadialCV_ER_3of4
harmony_683,Nuclei_RadialDistribution_RadialCV_ER_4of4
harmony_684,Nuclei_RadialDistribution_RadialCV_Mito_1of4
harmony_685,Nuclei_RadialDistribution_RadialCV_Mito_2of4
harmony_686,Nuclei_RadialDistribution_RadialCV_Mito_3of4
harmony_687,Nuclei_RadialDistribution_RadialCV_Mito_4of4
harmony_688,Nuclei_RadialDistribution_RadialCV_RNA_1of4
harmony_689,Nuclei_RadialDistribution_RadialCV_RNA_2of4
harmony_690,Nuclei_RadialDistribution_RadialCV_RNA_3of4
harmony_691,Nuclei_RadialDistribution_RadialCV_RNA_4of4
harmony_692,Nuclei_Texture_AngularSecondMoment_AGP_10_00_256
harmony_693,Nuclei_Texture_AngularSecondMoment_Mito_3_02_256
harmony_694,Nuclei_Texture_Contrast_AGP_3_00_256
harmony_695,Nuclei_Texture_Contrast_ER_3_00_256
harmony_696,Nuclei_Texture_Contrast_Mito_3_00_256
harmony_697,Nuclei_Texture_Contrast_RNA_3_00_256
harmony_698,Nuclei_Texture_Correlation_AGP_10_00_256
harmony_699,Nuclei_Texture_Correlation_AGP_10_01_256
harmony_700,Nuclei_Texture_Correlation_AGP_10_02_256
harmony_701,Nuclei_Texture_Correlation_AGP_10_03_256
harmony_702,Nuclei_Texture_Correlation_AGP_5_00_256
harmony_703,Nuclei_Texture_Correlation_AGP_5_01_256
harmony_704,Nuclei_Texture_Correlation_AGP_5_02_256
harmony_705,Nuclei_Texture_Correlation_AGP_5_03_256
harmony_706,Nuclei_Texture_Correlation_DNA_10_00_256
harmony_707,Nuclei_Texture_Correlation_DNA_10_02_256
harmony_708,Nuclei_Texture_Correlation_DNA_3_02_256
harmony_709,Nuclei_Texture_Correlation_DNA_3_03_256
harmony_710,Nuclei_Texture_Correlation_DNA_5_01_256
harmony_711,Nuclei_Texture_Correlation_DNA_5_03_256
harmony_712,Nuclei_Texture_Correlation_ER_10_00_256
harmony_713,Nuclei_Texture_Correlation_ER_10_01_256
harmony_714,Nuclei_Texture_Correlation_ER_10_02_256
harmony_715,Nuclei_Texture_Correlation_ER_10_03_256
harmony_716,Nuclei_Texture_Correlation_ER_5_02_256
harmony_717,Nuclei_Texture_Correlation_Mito_10_00_256
harmony_718,Nuclei_Texture_Correlation_Mito_10_01_256
harmony_719,Nuclei_Texture_Correlation_Mito_10_02_256
harmony_720,Nuclei_Texture_Correlation_Mito_10_03_256
harmony_721,Nuclei_Texture_Correlation_Mito_5_01_256
harmony_722,Nuclei_Texture_Correlation_Mito_5_03_256
harmony_723,Nuclei_Texture_Correlation_RNA_10_00_256
harmony_724,Nuclei_Texture_Correlation_RNA_10_01_256
harmony_725,Nuclei_Texture_Correlation_RNA_10_02_256
harmony_726,Nuclei_Texture_Correlation_RNA_10_03_256
harmony_727,Nuclei_Texture_Correlation_RNA_5_01_256
harmony_728,Nuclei_Texture_Correlation_RNA_5_02_256
harmony_729,Nuclei_Texture_Correlation_RNA_5_03_256
harmony_730,Nuclei_Texture_DifferenceEntropy_AGP_3_00_256
harmony_731,Nuclei_Texture_DifferenceEntropy_ER_3_00_256
harmony_732,Nuclei_Texture_InfoMeas1_AGP_10_01_256
harmony_733,Nuclei_Texture_InfoMeas1_AGP_3_02_256
harmony_734,Nuclei_Texture_InfoMeas1_DNA_10_03_256
harmony_735,Nuclei_Texture_InfoMeas1_DNA_3_02_256
harmony_736,Nuclei_Texture_InfoMeas1_ER_10_01_256
harmony_737,Nuclei_Texture_InfoMeas1_ER_3_02_256
harmony_738,Nuclei_Texture_InfoMeas1_Mito_10_01_256
harmony_739,Nuclei_Texture_InfoMeas1_Mito_3_02_256
harmony_740,Nuclei_Texture_InfoMeas1_RNA_10_01_256
harmony_741,Nuclei_Texture_InfoMeas1_RNA_3_02_256
harmony_742,Nuclei_Texture_InfoMeas2_ER_10_01_256
harmony_743,Nuclei_Texture_InfoMeas2_ER_3_02_256
harmony_744,Nuclei_Texture_InfoMeas2_RNA_3_02_256
harmony_745,Nuclei_Texture_InverseDifferenceMoment_AGP_3_00_256
harmony_746,Nuclei_Texture_InverseDifferenceMoment_ER_3_00_256
harmony_747,Nuclei_Texture_InverseDifferenceMoment_Mito_3_02_256
